State,Year,Month,Unemployment Rate
Alabama,1976,01,6.7   
Alaska,1976,01,7.1   
Arizona,1976,01,10.2   
Arkansas,1976,01,7.3   
California,1976,01,9.2   
Los Angeles County,1976,01,8.9   
Colorado,1976,01,5.8   
Connecticut,1976,01,9.7   
Delaware,1976,01,8.0   
District of Columbia,1976,01,8.8   
Florida,1976,01,9.6   
Georgia,1976,01,8.4   
Hawaii,1976,01,9.6   
Idaho,1976,01,5.6   
Illinois,1976,01,6.6   
Indiana,1976,01,6.6   
Iowa,1976,01,4.4   
Kansas,1976,01,4.2   
Kentucky,1976,01,5.6   
Louisiana,1976,01,6.3   
Maine,1976,01,8.7   
Maryland,1976,01,6.5   
Massachusetts,1976,01,10.6   
Michigan,1976,01,9.9   
Minnesota,1976,01,5.9   
Mississippi,1976,01,6.6   
Missouri,1976,01,6.0   
Montana,1976,01,5.9   
Nebraska,1976,01,3.2   
Nevada,1976,01,9.2   
New Hampshire,1976,01,6.5   
New Jersey,1976,01,10.2   
New Mexico,1976,01,8.6   
New York,1976,01,10.3   
New York city,1976,01,11.2   
North Carolina,1976,01,6.5   
North Dakota,1976,01,3.5   
Ohio,1976,01,8.1   
Oklahoma,1976,01,5.8   
Oregon,1976,01,9.5   
Pennsylvania,1976,01,8.1   
Rhode Island,1976,01,7.7   
South Carolina,1976,01,7.3   
South Dakota,1976,01,3.3   
Tennessee,1976,01,6.0   
Texas,1976,01,5.8   
Utah,1976,01,5.8   
Vermont,1976,01,8.5   
Virginia,1976,01,6.0   
Washington,1976,01,8.5   
West Virginia,1976,01,7.4   
Wisconsin,1976,01,5.8   
Wyoming,1976,01,4.1   
Alabama,1976,02,6.6   
Alaska,1976,02,7.1   
Arizona,1976,02,10.2   
Arkansas,1976,02,7.3   
California,1976,02,9.2   
Los Angeles County,1976,02,8.9   
Colorado,1976,02,5.8   
Connecticut,1976,02,9.7   
Delaware,1976,02,8.0   
District of Columbia,1976,02,8.8   
Florida,1976,02,9.7   
Georgia,1976,02,8.4   
Hawaii,1976,02,9.6   
Idaho,1976,02,5.6   
Illinois,1976,02,6.6   
Indiana,1976,02,6.6   
Iowa,1976,02,4.4   
Kansas,1976,02,4.2   
Kentucky,1976,02,5.6   
Louisiana,1976,02,6.3   
Maine,1976,02,8.7   
Maryland,1976,02,6.5   
Massachusetts,1976,02,10.6   
Michigan,1976,02,9.9   
Minnesota,1976,02,5.9   
Mississippi,1976,02,6.6   
Missouri,1976,02,6.0   
Montana,1976,02,5.9   
Nebraska,1976,02,3.2   
Nevada,1976,02,9.2   
New Hampshire,1976,02,6.5   
New Jersey,1976,02,10.2   
New Mexico,1976,02,8.6   
New York,1976,02,10.3   
New York city,1976,02,11.2   
North Carolina,1976,02,6.5   
North Dakota,1976,02,3.5   
Ohio,1976,02,8.1   
Oklahoma,1976,02,5.8   
Oregon,1976,02,9.5   
Pennsylvania,1976,02,8.1   
Rhode Island,1976,02,7.7   
South Carolina,1976,02,7.3   
South Dakota,1976,02,3.3   
Tennessee,1976,02,6.0   
Texas,1976,02,5.8   
Utah,1976,02,5.9   
Vermont,1976,02,8.5   
Virginia,1976,02,6.0   
Washington,1976,02,8.5   
West Virginia,1976,02,7.4   
Wisconsin,1976,02,5.8   
Wyoming,1976,02,4.1   
Alabama,1976,03,6.6   
Alaska,1976,03,7.0   
Arizona,1976,03,10.2   
Arkansas,1976,03,7.3   
California,1976,03,9.1   
Los Angeles County,1976,03,8.8   
Colorado,1976,03,5.7   
Connecticut,1976,03,9.7   
Delaware,1976,03,8.0   
District of Columbia,1976,03,8.7   
Florida,1976,03,9.6   
Georgia,1976,03,8.3   
Hawaii,1976,03,9.6   
Idaho,1976,03,5.6   
Illinois,1976,03,6.6   
Indiana,1976,03,6.5   
Iowa,1976,03,4.4   
Kansas,1976,03,4.2   
Kentucky,1976,03,5.6   
Louisiana,1976,03,6.3   
Maine,1976,03,8.6   
Maryland,1976,03,6.5   
Massachusetts,1976,03,10.6   
Michigan,1976,03,9.9   
Minnesota,1976,03,5.8   
Mississippi,1976,03,6.6   
Missouri,1976,03,6.0   
Montana,1976,03,5.9   
Nebraska,1976,03,3.2   
Nevada,1976,03,9.2   
New Hampshire,1976,03,6.5   
New Jersey,1976,03,10.2   
New Mexico,1976,03,8.6   
New York,1976,03,10.2   
New York city,1976,03,11.2   
North Carolina,1976,03,6.5   
North Dakota,1976,03,3.5   
Ohio,1976,03,8.1   
Oklahoma,1976,03,5.8   
Oregon,1976,03,9.4   
Pennsylvania,1976,03,8.1   
Rhode Island,1976,03,7.7   
South Carolina,1976,03,7.3   
South Dakota,1976,03,3.3   
Tennessee,1976,03,6.0   
Texas,1976,03,5.9   
Utah,1976,03,5.8   
Vermont,1976,03,8.6   
Virginia,1976,03,6.0   
Washington,1976,03,8.5   
West Virginia,1976,03,7.4   
Wisconsin,1976,03,5.8   
Wyoming,1976,03,4.1   
Alabama,1976,04,6.5   
Alaska,1976,04,7.0   
Arizona,1976,04,10.0   
Arkansas,1976,04,7.2   
California,1976,04,9.0   
Los Angeles County,1976,04,8.7   
Colorado,1976,04,5.6   
Connecticut,1976,04,9.6   
Delaware,1976,04,8.2   
District of Columbia,1976,04,8.6   
Florida,1976,04,9.5   
Georgia,1976,04,8.2   
Hawaii,1976,04,9.4   
Idaho,1976,04,5.6   
Illinois,1976,04,6.6   
Indiana,1976,04,6.3   
Iowa,1976,04,4.3   
Kansas,1976,04,4.2   
Kentucky,1976,04,5.6   
Louisiana,1976,04,6.4   
Maine,1976,04,8.6   
Maryland,1976,04,6.5   
Massachusetts,1976,04,10.4   
Michigan,1976,04,9.8   
Minnesota,1976,04,5.7   
Mississippi,1976,04,6.4   
Missouri,1976,04,6.0   
Montana,1976,04,5.9   
Nebraska,1976,04,3.1   
Nevada,1976,04,9.0   
New Hampshire,1976,04,6.5   
New Jersey,1976,04,10.3   
New Mexico,1976,04,8.6   
New York,1976,04,10.2   
New York city,1976,04,11.2   
North Carolina,1976,04,6.3   
North Dakota,1976,04,3.6   
Ohio,1976,04,7.9   
Oklahoma,1976,04,5.7   
Oregon,1976,04,9.3   
Pennsylvania,1976,04,8.1   
Rhode Island,1976,04,7.7   
South Carolina,1976,04,7.1   
South Dakota,1976,04,3.2   
Tennessee,1976,04,6.0   
Texas,1976,04,5.9   
Utah,1976,04,5.8   
Vermont,1976,04,8.5   
Virginia,1976,04,5.9   
Washington,1976,04,8.5   
West Virginia,1976,04,7.4   
Wisconsin,1976,04,5.7   
Wyoming,1976,04,4.0   
Alabama,1976,05,6.4   
Alaska,1976,05,7.0   
Arizona,1976,05,9.8   
Arkansas,1976,05,7.1   
California,1976,05,8.9   
Los Angeles County,1976,05,8.7   
Colorado,1976,05,5.6   
Connecticut,1976,05,9.4   
Delaware,1976,05,8.4   
District of Columbia,1976,05,8.5   
Florida,1976,05,9.3   
Georgia,1976,05,8.1   
Hawaii,1976,05,9.3   
Idaho,1976,05,5.6   
Illinois,1976,05,6.6   
Indiana,1976,05,6.0   
Iowa,1976,05,4.2   
Kansas,1976,05,4.2   
Kentucky,1976,05,5.5   
Louisiana,1976,05,6.5   
Maine,1976,05,8.5   
Maryland,1976,05,6.6   
Massachusetts,1976,05,10.1   
Michigan,1976,05,9.6   
Minnesota,1976,05,5.6   
Mississippi,1976,05,6.3   
Missouri,1976,05,6.0   
Montana,1976,05,5.9   
Nebraska,1976,05,3.0   
Nevada,1976,05,8.8   
New Hampshire,1976,05,6.5   
New Jersey,1976,05,10.3   
New Mexico,1976,05,8.6   
New York,1976,05,10.2   
New York city,1976,05,11.2   
North Carolina,1976,05,6.1   
North Dakota,1976,05,3.6   
Ohio,1976,05,7.8   
Oklahoma,1976,05,5.7   
Oregon,1976,05,9.1   
Pennsylvania,1976,05,8.1   
Rhode Island,1976,05,7.7   
South Carolina,1976,05,7.0   
South Dakota,1976,05,3.1   
Tennessee,1976,05,5.9   
Texas,1976,05,6.0   
Utah,1976,05,5.7   
Vermont,1976,05,8.5   
Virginia,1976,05,5.8   
Washington,1976,05,8.5   
West Virginia,1976,05,7.4   
Wisconsin,1976,05,5.6   
Wyoming,1976,05,4.0   
Alabama,1976,06,6.5   
Alaska,1976,06,7.1   
Arizona,1976,06,9.7   
Arkansas,1976,06,6.9   
California,1976,06,8.9   
Los Angeles County,1976,06,8.7   
Colorado,1976,06,5.6   
Connecticut,1976,06,9.3   
Delaware,1976,06,8.7   
District of Columbia,1976,06,8.4   
Florida,1976,06,9.1   
Georgia,1976,06,8.0   
Hawaii,1976,06,9.1   
Idaho,1976,06,5.5   
Illinois,1976,06,6.6   
Indiana,1976,06,5.8   
Iowa,1976,06,4.0   
Kansas,1976,06,4.1   
Kentucky,1976,06,5.5   
Louisiana,1976,06,6.7   
Maine,1976,06,8.4   
Maryland,1976,06,6.6   
Massachusetts,1976,06,9.8   
Michigan,1976,06,9.4   
Minnesota,1976,06,5.6   
Mississippi,1976,06,6.2   
Missouri,1976,06,6.1   
Montana,1976,06,5.9   
Nebraska,1976,06,3.0   
Nevada,1976,06,8.7   
New Hampshire,1976,06,6.5   
New Jersey,1976,06,10.3   
New Mexico,1976,06,8.6   
New York,1976,06,10.2   
New York city,1976,06,11.2   
North Carolina,1976,06,6.0   
North Dakota,1976,06,3.7   
Ohio,1976,06,7.6   
Oklahoma,1976,06,5.6   
Oregon,1976,06,9.1   
Pennsylvania,1976,06,8.0   
Rhode Island,1976,06,7.7   
South Carolina,1976,06,6.9   
South Dakota,1976,06,3.1   
Tennessee,1976,06,6.0   
Texas,1976,06,6.0   
Utah,1976,06,5.6   
Vermont,1976,06,8.4   
Virginia,1976,06,5.8   
Washington,1976,06,8.6   
West Virginia,1976,06,7.3   
Wisconsin,1976,06,5.5   
Wyoming,1976,06,3.9   
Alabama,1976,07,6.5   
Alaska,1976,07,7.3   
Arizona,1976,07,9.7   
Arkansas,1976,07,6.8   
California,1976,07,9.0   
Los Angeles County,1976,07,8.7   
Colorado,1976,07,5.7   
Connecticut,1976,07,9.1   
Delaware,1976,07,8.9   
District of Columbia,1976,07,8.4   
Florida,1976,07,9.0   
Georgia,1976,07,8.0   
Hawaii,1976,07,9.0   
Idaho,1976,07,5.5   
Illinois,1976,07,6.6   
Indiana,1976,07,5.7   
Iowa,1976,07,4.0   
Kansas,1976,07,4.1   
Kentucky,1976,07,5.4   
Louisiana,1976,07,6.8   
Maine,1976,07,8.4   
Maryland,1976,07,6.7   
Massachusetts,1976,07,9.6   
Michigan,1976,07,9.2   
Minnesota,1976,07,5.6   
Mississippi,1976,07,6.2   
Missouri,1976,07,6.2   
Montana,1976,07,5.9   
Nebraska,1976,07,3.0   
Nevada,1976,07,8.6   
New Hampshire,1976,07,6.4   
New Jersey,1976,07,10.4   
New Mexico,1976,07,8.7   
New York,1976,07,10.2   
New York city,1976,07,11.2   
North Carolina,1976,07,5.9   
North Dakota,1976,07,3.8   
Ohio,1976,07,7.5   
Oklahoma,1976,07,5.5   
Oregon,1976,07,9.1   
Pennsylvania,1976,07,7.9   
Rhode Island,1976,07,7.9   
South Carolina,1976,07,6.8   
South Dakota,1976,07,3.2   
Tennessee,1976,07,6.0   
Texas,1976,07,5.9   
Utah,1976,07,5.5   
Vermont,1976,07,8.2   
Virginia,1976,07,5.8   
Washington,1976,07,8.7   
West Virginia,1976,07,7.2   
Wisconsin,1976,07,5.4   
Wyoming,1976,07,3.8   
Alabama,1976,08,6.7   
Alaska,1976,08,7.7   
Arizona,1976,08,9.6   
Arkansas,1976,08,6.6   
California,1976,08,9.1   
Los Angeles County,1976,08,8.8   
Colorado,1976,08,5.9   
Connecticut,1976,08,9.0   
Delaware,1976,08,9.1   
District of Columbia,1976,08,8.5   
Florida,1976,08,9.0   
Georgia,1976,08,8.0   
Hawaii,1976,08,8.9   
Idaho,1976,08,5.6   
Illinois,1976,08,6.6   
Indiana,1976,08,5.7   
Iowa,1976,08,3.9   
Kansas,1976,08,4.1   
Kentucky,1976,08,5.4   
Louisiana,1976,08,6.8   
Maine,1976,08,8.5   
Maryland,1976,08,6.7   
Massachusetts,1976,08,9.4   
Michigan,1976,08,9.1   
Minnesota,1976,08,5.7   
Mississippi,1976,08,6.3   
Missouri,1976,08,6.3   
Montana,1976,08,5.9   
Nebraska,1976,08,3.0   
Nevada,1976,08,8.5   
New Hampshire,1976,08,6.4   
New Jersey,1976,08,10.4   
New Mexico,1976,08,8.8   
New York,1976,08,10.2   
New York city,1976,08,11.1   
North Carolina,1976,08,5.9   
North Dakota,1976,08,3.9   
Ohio,1976,08,7.5   
Oklahoma,1976,08,5.5   
Oregon,1976,08,9.2   
Pennsylvania,1976,08,7.9   
Rhode Island,1976,08,8.0   
South Carolina,1976,08,6.8   
South Dakota,1976,08,3.3   
Tennessee,1976,08,6.1   
Texas,1976,08,5.8   
Utah,1976,08,5.4   
Vermont,1976,08,8.1   
Virginia,1976,08,5.8   
Washington,1976,08,8.8   
West Virginia,1976,08,7.1   
Wisconsin,1976,08,5.4   
Wyoming,1976,08,3.8   
Alabama,1976,09,6.8   
Alaska,1976,09,8.0   
Arizona,1976,09,9.6   
Arkansas,1976,09,6.6   
California,1976,09,9.3   
Los Angeles County,1976,09,9.0   
Colorado,1976,09,6.1   
Connecticut,1976,09,8.8   
Delaware,1976,09,9.2   
District of Columbia,1976,09,8.6   
Florida,1976,09,9.0   
Georgia,1976,09,8.0   
Hawaii,1976,09,8.9   
Idaho,1976,09,5.6   
Illinois,1976,09,6.5   
Indiana,1976,09,5.7   
Iowa,1976,09,4.0   
Kansas,1976,09,4.1   
Kentucky,1976,09,5.3   
Louisiana,1976,09,6.9   
Maine,1976,09,8.6   
Maryland,1976,09,6.8   
Massachusetts,1976,09,9.2   
Michigan,1976,09,9.0   
Minnesota,1976,09,5.8   
Mississippi,1976,09,6.4   
Missouri,1976,09,6.4   
Montana,1976,09,5.9   
Nebraska,1976,09,3.1   
Nevada,1976,09,8.6   
New Hampshire,1976,09,6.3   
New Jersey,1976,09,10.5   
New Mexico,1976,09,8.8   
New York,1976,09,10.2   
New York city,1976,09,11.1   
North Carolina,1976,09,6.0   
North Dakota,1976,09,4.0   
Ohio,1976,09,7.4   
Oklahoma,1976,09,5.4   
Oregon,1976,09,9.2   
Pennsylvania,1976,09,7.8   
Rhode Island,1976,09,8.2   
South Carolina,1976,09,6.8   
South Dakota,1976,09,3.4   
Tennessee,1976,09,6.2   
Texas,1976,09,5.8   
Utah,1976,09,5.4   
Vermont,1976,09,8.0   
Virginia,1976,09,5.8   
Washington,1976,09,8.9   
West Virginia,1976,09,6.9   
Wisconsin,1976,09,5.4   
Wyoming,1976,09,3.7   
Alabama,1976,10,6.9   
Alaska,1976,10,8.3   
Arizona,1976,10,9.5   
Arkansas,1976,10,6.5   
California,1976,10,9.4   
Los Angeles County,1976,10,9.0   
Colorado,1976,10,6.2   
Connecticut,1976,10,8.7   
Delaware,1976,10,9.3   
District of Columbia,1976,10,8.7   
Florida,1976,10,9.0   
Georgia,1976,10,8.0   
Hawaii,1976,10,8.8   
Idaho,1976,10,5.7   
Illinois,1976,10,6.5   
Indiana,1976,10,5.8   
Iowa,1976,10,4.0   
Kansas,1976,10,4.1   
Kentucky,1976,10,5.2   
Louisiana,1976,10,6.9   
Maine,1976,10,8.7   
Maryland,1976,10,6.8   
Massachusetts,1976,10,9.0   
Michigan,1976,10,9.0   
Minnesota,1976,10,5.8   
Mississippi,1976,10,6.5   
Missouri,1976,10,6.5   
Montana,1976,10,6.0   
Nebraska,1976,10,3.1   
Nevada,1976,10,8.6   
New Hampshire,1976,10,6.3   
New Jersey,1976,10,10.6   
New Mexico,1976,10,8.9   
New York,1976,10,10.2   
New York city,1976,10,11.0   
North Carolina,1976,10,6.1   
North Dakota,1976,10,4.1   
Ohio,1976,10,7.5   
Oklahoma,1976,10,5.4   
Oregon,1976,10,9.3   
Pennsylvania,1976,10,7.9   
Rhode Island,1976,10,8.4   
South Carolina,1976,10,6.8   
South Dakota,1976,10,3.5   
Tennessee,1976,10,6.3   
Texas,1976,10,5.7   
Utah,1976,10,5.4   
Vermont,1976,10,7.9   
Virginia,1976,10,5.8   
Washington,1976,10,9.1   
West Virginia,1976,10,6.8   
Wisconsin,1976,10,5.4   
Wyoming,1976,10,3.7   
Alabama,1976,11,7.0   
Alaska,1976,11,8.6   
Arizona,1976,11,9.4   
Arkansas,1976,11,6.6   
California,1976,11,9.4   
Los Angeles County,1976,11,9.0   
Colorado,1976,11,6.4   
Connecticut,1976,11,8.5   
Delaware,1976,11,9.4   
District of Columbia,1976,11,8.8   
Florida,1976,11,9.1   
Georgia,1976,11,8.1   
Hawaii,1976,11,8.7   
Idaho,1976,11,5.8   
Illinois,1976,11,6.4   
Indiana,1976,11,5.8   
Iowa,1976,11,4.0   
Kansas,1976,11,4.1   
Kentucky,1976,11,5.2   
Louisiana,1976,11,6.9   
Maine,1976,11,8.9   
Maryland,1976,11,6.7   
Massachusetts,1976,11,8.9   
Michigan,1976,11,9.0   
Minnesota,1976,11,5.9   
Mississippi,1976,11,6.6   
Missouri,1976,11,6.5   
Montana,1976,11,6.0   
Nebraska,1976,11,3.2   
Nevada,1976,11,8.7   
New Hampshire,1976,11,6.3   
New Jersey,1976,11,10.6   
New Mexico,1976,11,9.0   
New York,1976,11,10.2   
New York city,1976,11,10.9   
North Carolina,1976,11,6.2   
North Dakota,1976,11,4.1   
Ohio,1976,11,7.6   
Oklahoma,1976,11,5.3   
Oregon,1976,11,9.3   
Pennsylvania,1976,11,8.0   
Rhode Island,1976,11,8.6   
South Carolina,1976,11,6.9   
South Dakota,1976,11,3.6   
Tennessee,1976,11,6.4   
Texas,1976,11,5.7   
Utah,1976,11,5.4   
Vermont,1976,11,7.8   
Virginia,1976,11,5.8   
Washington,1976,11,9.2   
West Virginia,1976,11,6.9   
Wisconsin,1976,11,5.4   
Wyoming,1976,11,3.8   
Alabama,1976,12,7.1   
Alaska,1976,12,8.9   
Arizona,1976,12,9.4   
Arkansas,1976,12,6.6   
California,1976,12,9.4   
Los Angeles County,1976,12,9.0   
Colorado,1976,12,6.5   
Connecticut,1976,12,8.4   
Delaware,1976,12,9.4   
District of Columbia,1976,12,8.8   
Florida,1976,12,9.1   
Georgia,1976,12,8.1   
Hawaii,1976,12,8.6   
Idaho,1976,12,5.9   
Illinois,1976,12,6.3   
Indiana,1976,12,5.8   
Iowa,1976,12,4.1   
Kansas,1976,12,4.1   
Kentucky,1976,12,5.1   
Louisiana,1976,12,6.8   
Maine,1976,12,9.1   
Maryland,1976,12,6.7   
Massachusetts,1976,12,8.8   
Michigan,1976,12,8.9   
Minnesota,1976,12,5.9   
Mississippi,1976,12,6.8   
Missouri,1976,12,6.5   
Montana,1976,12,6.1   
Nebraska,1976,12,3.2   
Nevada,1976,12,8.7   
New Hampshire,1976,12,6.3   
New Jersey,1976,12,10.6   
New Mexico,1976,12,9.0   
New York,1976,12,10.1   
New York city,1976,12,10.8   
North Carolina,1976,12,6.3   
North Dakota,1976,12,4.2   
Ohio,1976,12,7.6   
Oklahoma,1976,12,5.3   
Oregon,1976,12,9.3   
Pennsylvania,1976,12,8.1   
Rhode Island,1976,12,8.7   
South Carolina,1976,12,7.0   
South Dakota,1976,12,3.7   
Tennessee,1976,12,6.5   
Texas,1976,12,5.8   
Utah,1976,12,5.5   
Vermont,1976,12,7.8   
Virginia,1976,12,5.8   
Washington,1976,12,9.3   
West Virginia,1976,12,7.0   
Wisconsin,1976,12,5.4   
Wyoming,1976,12,3.8   
Alabama,1977,01,7.2   
Alaska,1977,01,9.1   
Arizona,1977,01,9.3   
Arkansas,1977,01,6.6   
California,1977,01,9.3   
Los Angeles County,1977,01,8.9   
Colorado,1977,01,6.6   
Connecticut,1977,01,8.2   
Delaware,1977,01,9.3   
District of Columbia,1977,01,8.8   
Florida,1977,01,9.1   
Georgia,1977,01,8.0   
Hawaii,1977,01,8.5   
Idaho,1977,01,5.9   
Illinois,1977,01,6.2   
Indiana,1977,01,5.8   
Iowa,1977,01,4.1   
Kansas,1977,01,4.1   
Kentucky,1977,01,5.1   
Louisiana,1977,01,6.8   
Maine,1977,01,9.1   
Maryland,1977,01,6.6   
Massachusetts,1977,01,8.7   
Michigan,1977,01,8.8   
Minnesota,1977,01,5.9   
Mississippi,1977,01,6.9   
Missouri,1977,01,6.4   
Montana,1977,01,6.1   
Nebraska,1977,01,3.2   
Nevada,1977,01,8.5   
New Hampshire,1977,01,6.3   
New Jersey,1977,01,10.6   
New Mexico,1977,01,9.0   
New York,1977,01,10.1   
New York city,1977,01,10.8   
North Carolina,1977,01,6.3   
North Dakota,1977,01,4.3   
Ohio,1977,01,7.5   
Oklahoma,1977,01,5.2   
Oregon,1977,01,9.2   
Pennsylvania,1977,01,8.1   
Rhode Island,1977,01,8.8   
South Carolina,1977,01,7.1   
South Dakota,1977,01,3.7   
Tennessee,1977,01,6.6   
Texas,1977,01,5.8   
Utah,1977,01,5.5   
Vermont,1977,01,7.7   
Virginia,1977,01,5.7   
Washington,1977,01,9.3   
West Virginia,1977,01,7.1   
Wisconsin,1977,01,5.3   
Wyoming,1977,01,3.8   
Alabama,1977,02,7.3   
Alaska,1977,02,9.3   
Arizona,1977,02,9.2   
Arkansas,1977,02,6.6   
California,1977,02,9.1   
Los Angeles County,1977,02,8.7   
Colorado,1977,02,6.6   
Connecticut,1977,02,8.0   
Delaware,1977,02,9.2   
District of Columbia,1977,02,8.8   
Florida,1977,02,9.0   
Georgia,1977,02,7.9   
Hawaii,1977,02,8.3   
Idaho,1977,02,6.0   
Illinois,1977,02,6.1   
Indiana,1977,02,5.8   
Iowa,1977,02,4.1   
Kansas,1977,02,4.1   
Kentucky,1977,02,5.1   
Louisiana,1977,02,6.8   
Maine,1977,02,9.1   
Maryland,1977,02,6.5   
Massachusetts,1977,02,8.6   
Michigan,1977,02,8.7   
Minnesota,1977,02,5.8   
Mississippi,1977,02,7.0   
Missouri,1977,02,6.3   
Montana,1977,02,6.1   
Nebraska,1977,02,3.2   
Nevada,1977,02,8.3   
New Hampshire,1977,02,6.3   
New Jersey,1977,02,10.5   
New Mexico,1977,02,8.8   
New York,1977,02,10.0   
New York city,1977,02,10.6   
North Carolina,1977,02,6.3   
North Dakota,1977,02,4.4   
Ohio,1977,02,7.3   
Oklahoma,1977,02,5.2   
Oregon,1977,02,9.0   
Pennsylvania,1977,02,8.1   
Rhode Island,1977,02,8.7   
South Carolina,1977,02,7.2   
South Dakota,1977,02,3.7   
Tennessee,1977,02,6.6   
Texas,1977,02,5.8   
Utah,1977,02,5.5   
Vermont,1977,02,7.7   
Virginia,1977,02,5.7   
Washington,1977,02,9.3   
West Virginia,1977,02,7.1   
Wisconsin,1977,02,5.3   
Wyoming,1977,02,3.8   
Alabama,1977,03,7.4   
Alaska,1977,03,9.5   
Arizona,1977,03,9.1   
Arkansas,1977,03,6.6   
California,1977,03,8.9   
Los Angeles County,1977,03,8.5   
Colorado,1977,03,6.6   
Connecticut,1977,03,7.7   
Delaware,1977,03,9.0   
District of Columbia,1977,03,8.7   
Florida,1977,03,8.9   
Georgia,1977,03,7.6   
Hawaii,1977,03,8.1   
Idaho,1977,03,6.0   
Illinois,1977,03,6.1   
Indiana,1977,03,5.7   
Iowa,1977,03,4.0   
Kansas,1977,03,4.1   
Kentucky,1977,03,5.0   
Louisiana,1977,03,6.8   
Maine,1977,03,9.0   
Maryland,1977,03,6.4   
Massachusetts,1977,03,8.4   
Michigan,1977,03,8.6   
Minnesota,1977,03,5.7   
Mississippi,1977,03,7.1   
Missouri,1977,03,6.2   
Montana,1977,03,6.1   
Nebraska,1977,03,3.2   
Nevada,1977,03,8.0   
New Hampshire,1977,03,6.2   
New Jersey,1977,03,10.3   
New Mexico,1977,03,8.6   
New York,1977,03,9.8   
New York city,1977,03,10.5   
North Carolina,1977,03,6.2   
North Dakota,1977,03,4.4   
Ohio,1977,03,7.1   
Oklahoma,1977,03,5.2   
Oregon,1977,03,8.6   
Pennsylvania,1977,03,8.0   
Rhode Island,1977,03,8.6   
South Carolina,1977,03,7.2   
South Dakota,1977,03,3.7   
Tennessee,1977,03,6.5   
Texas,1977,03,5.7   
Utah,1977,03,5.5   
Vermont,1977,03,7.5   
Virginia,1977,03,5.7   
Washington,1977,03,9.2   
West Virginia,1977,03,7.0   
Wisconsin,1977,03,5.3   
Wyoming,1977,03,3.7   
Alabama,1977,04,7.5   
Alaska,1977,04,9.6   
Arizona,1977,04,9.0   
Arkansas,1977,04,6.6   
California,1977,04,8.7   
Los Angeles County,1977,04,8.3   
Colorado,1977,04,6.5   
Connecticut,1977,04,7.5   
Delaware,1977,04,8.7   
District of Columbia,1977,04,8.6   
Florida,1977,04,8.7   
Georgia,1977,04,7.4   
Hawaii,1977,04,7.9   
Idaho,1977,04,6.0   
Illinois,1977,04,6.1   
Indiana,1977,04,5.7   
Iowa,1977,04,4.0   
Kansas,1977,04,4.1   
Kentucky,1977,04,4.9   
Louisiana,1977,04,6.7   
Maine,1977,04,8.9   
Maryland,1977,04,6.2   
Massachusetts,1977,04,8.3   
Michigan,1977,04,8.4   
Minnesota,1977,04,5.6   
Mississippi,1977,04,7.2   
Missouri,1977,04,6.1   
Montana,1977,04,6.1   
Nebraska,1977,04,3.2   
Nevada,1977,04,7.6   
New Hampshire,1977,04,6.0   
New Jersey,1977,04,10.0   
New Mexico,1977,04,8.3   
New York,1977,04,9.6   
New York city,1977,04,10.3   
North Carolina,1977,04,6.1   
North Dakota,1977,04,4.5   
Ohio,1977,04,6.8   
Oklahoma,1977,04,5.2   
Oregon,1977,04,8.3   
Pennsylvania,1977,04,7.9   
Rhode Island,1977,04,8.5   
South Carolina,1977,04,7.1   
South Dakota,1977,04,3.6   
Tennessee,1977,04,6.4   
Texas,1977,04,5.5   
Utah,1977,04,5.4   
Vermont,1977,04,7.4   
Virginia,1977,04,5.6   
Washington,1977,04,9.0   
West Virginia,1977,04,7.0   
Wisconsin,1977,04,5.2   
Wyoming,1977,04,3.6   
Alabama,1977,05,7.5   
Alaska,1977,05,9.8   
Arizona,1977,05,8.8   
Arkansas,1977,05,6.5   
California,1977,05,8.6   
Los Angeles County,1977,05,8.1   
Colorado,1977,05,6.4   
Connecticut,1977,05,7.3   
Delaware,1977,05,8.4   
District of Columbia,1977,05,8.6   
Florida,1977,05,8.5   
Georgia,1977,05,7.1   
Hawaii,1977,05,7.7   
Idaho,1977,05,6.0   
Illinois,1977,05,6.1   
Indiana,1977,05,5.7   
Iowa,1977,05,4.1   
Kansas,1977,05,4.0   
Kentucky,1977,05,4.8   
Louisiana,1977,05,6.7   
Maine,1977,05,8.7   
Maryland,1977,05,6.1   
Massachusetts,1977,05,8.1   
Michigan,1977,05,8.3   
Minnesota,1977,05,5.5   
Mississippi,1977,05,7.3   
Missouri,1977,05,6.1   
Montana,1977,05,6.1   
Nebraska,1977,05,3.3   
Nevada,1977,05,7.3   
New Hampshire,1977,05,5.9   
New Jersey,1977,05,9.7   
New Mexico,1977,05,8.0   
New York,1977,05,9.3   
New York city,1977,05,10.1   
North Carolina,1977,05,6.0   
North Dakota,1977,05,4.5   
Ohio,1977,05,6.5   
Oklahoma,1977,05,5.1   
Oregon,1977,05,7.8   
Pennsylvania,1977,05,7.8   
Rhode Island,1977,05,8.3   
South Carolina,1977,05,7.0   
South Dakota,1977,05,3.5   
Tennessee,1977,05,6.3   
Texas,1977,05,5.4   
Utah,1977,05,5.4   
Vermont,1977,05,7.2   
Virginia,1977,05,5.5   
Washington,1977,05,8.8   
West Virginia,1977,05,6.9   
Wisconsin,1977,05,5.1   
Wyoming,1977,05,3.4   
Alabama,1977,06,7.4   
Alaska,1977,06,9.9   
Arizona,1977,06,8.7   
Arkansas,1977,06,6.4   
California,1977,06,8.4   
